text,label
zany exuberantly irreverent animated space adventure,1
dolgin and franco fashion a fascinating portrait of a vietnamese born youngster who eagerly and easily assimilated a an all american girl with a brand new name in southern tennessee,1
the disarming cornball atmosphere ha a way of infecting the entire crowd a the film roll on,1
a refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary american film search it out,1
engrossing and affecting if ultimately not quite satisfying,1
the story like life refuse to be simple and the result is a compelling slice of awkward emotion,1
a sly game of cat and mouse that s intense and thrilling at time but occasionally stretch believability to it limit and relies on predictable plot contrivance,1
funny and at time poignant the film from director george hickenlooper all take place in pasadena a city where people still read,1
this horror comedy doesn t go for the usual obvious laugh at the expense of cheap looking monster unless you count elvira s hooter,1
the movie s eventual success should be credited to dennis quaid in fighting trim shape a an athlete a well a an actor,1
not a bad journey at all,1
sits uneasily a a horror picture but find surprising depth in it look at the bind of a small family,1
windtalker blow this way and that but there s no mistaking the filmmaker in the tall grass true to himself,1
there is a refreshing absence of cynicism in stuart little quite a rarity even in the family film market eventually it win you over,1
noyce film it more a a shocking history lesson than a drama,1
like a south of the border melrose place,1
those with an interest in new or singular sort of film experience will find what time is it there well worth the time,1
a wildly funny prison caper,1
huppert give erika a persona that is so intriguing that you find yourself staring hypnotically at her trying to understand her and wondering if she ll crack,1
despite what anyone belief about the goal of it maker the show represents a spectacular piece of theater and there s no denying the talent of the creative force behind it,1
you ll be left with the sensation of having just witnessed a great performance and perhaps give in to the urge to get on your foot and shake it,1
the actor are so terrific at conveying their young angst we do indeed feel for them,1
the reason this picture work better than it predecessor is that myers is no longer simply spoofing the mini mod madness of s spy movie,1
it is a kickass dense sci fi action thriller hybrid that delivers and then some i haven t seen one in so long no wonder i didn t recognize it at first,1
a compelling portrait of moral emptiness,1
in adobo ethnicity is not just the spice but at the heart of more universal concern,1
it is ridiculous of course but it is also refreshing disarming and just outright enjoyable despite it ridiculousness,1
blade ii is more enjoyable than the original,1
a film that take you inside the rhythm of it subject you experience it a you watch,1
the movie exists for it soccer action and it fine acting,1
the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performance,1
the film start out a competent but unremarkable and gradually grows into something of considerable power,1
nothing denis ha made before like beau travil and nenette et boni could prepare u for this gory perverted sex soaked riff on the cannibal genre,1
reinforces the talent of screenwriter charlie kaufman creator of adaptation and being john malkovich,1
greene delivers a typically solid performance in a role that is a bit of a departure from the noble character he ha played in the past and he is matched by schweig who carry the film on his broad handsome shoulder,1
find a way to tell a simple story perhaps the simplest story of all in a way that seems compelling and even original,1
a stunning piece of visual poetry that will hopefully be remembered a one of the most important story to be told in australia s film history,1
this is art paying homage to art,1
a joke at once flaky and resonant lightweight and bizarrely original,1
invincible is a wonderful movie,1
a cute and sometimes side splittingly funny blend of legally blonde and drop dead gorgeous starring piper perabo in what could be her breakthrough role,1
dazzling and sugar sweet a blast of shallow magnificence that only sex scandal and a chorus line of dangerous damsel can deliver,1
occasionally amateurishly made but a winsome cast and nice dialogue keep it going,1
japan s premier stylist of sex and blood hit audience with what may be his most demented film to date,1
culkin who s in virtually every scene shine a a young man who us sarcastic lie like a shield,1
cut right through the b s giving a big middle fingered shut up to those who talk up what is nothing more than two guy beating the hell outta one another,1
the am radio soundtrack and game cast tierney and the inimitable walken especially keep this unusual comedy from choking on it own conceit,1
doe such a fine job of engulfing you in it world and allying you with it character choice good and ill that it shortcoming are remembered only a an afterthought,1
marvelous merry and yes melancholy film,1
from spiritual rebirth to bruising defeat vincent s odyssey resonates in a profound way comparable to the classic film of jean renoir,1
novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non actor and a gritty no budget approach,1
insomnia is involving still i thought it could have been more,1
there wa time on that second round to see the subtlety of ramsay s portrait of grief,1
we can see the wheel turning and we might resent it sometimes but this is still a nice little picture made by bright and friendly soul with a lot of good cheer,1
a comprehensive and provocative film one that push the boundary of biography and challenge it audience,1
the way coppola professes his love for movie both colorful pop junk and the classic that unequivocally qualify a art is giddily entertaining,1
a modest masterpiece,1
a worthwhile way to spend two hour,1
francophile will snicker knowingly and you ll want to slap them,1
sensitive insightful and beautifully rendered film one of the best of the year,1
a love for film shine through each frame and the era is recreated with obvious affection scored to perfection with some tasty boogaloo beat,1
throwing caution to the wind with an invitation to the hedonist in u all nair ha constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another,1
make an aborbing if arguable case for the man s greatness,1
an endlessly fascinating landmark movie that is a bold a anything the cinema ha seen in year,1
a haunting vision with image that seem more like disturbing hallucination,1
they crush each other under car throw each other out window electrocute and dismember their victim in full consciousness and we don t avert our eye for a moment,1
it is not a mass market entertainment but an uncompromising attempt by one artist to think about another,1
frailty isn t a gory or explicit but in it child centered claustrophobic context it can be just a frightening and disturbing even punishing,1
mix likeable personality inventive photography and cutting and wall to wall toe tapping music to paint a picture of a subculture that is at once exhilarating silly perverse hopeful and always fun,1
the long range appeal of minority report should transcend any award it bag this is one for the age,1
a superbly controlled passionate adaptation of graham greene s novel,1
much monkeyfun for all,1
an enchanting film that present an audacious tour of the past and take within it warm embrace the bounty of cultural artifact inside st petersburg s hermitage museum,1
hawn s character is so bluntly written without a trace of sentimentality and so blisteringly defined that every other character seems overlooked and underwritten,1
the heightened symmetry of this new old cinema paradiso make the film a fuller experience like an old friend haunted by the exigency of time,1
the power team ha fashioned a comedy with more laugh than many no question but this time there s some mold on the gold,1
while surprisingly sincere this average little story is adorned with some awesome action photography and surfing,1
it is far from the worst thanks to the topical issue it raise the performance of stewart and hardy and that essential feature a decent full on space battle,1
a film that is a portrait of grace in an imperfect world,1
a pleasurably jacked up piece of action moviemaking,1
nicolas philibert observes life inside a one room schoolhouse in northern france in his documentary to be and to have easily one of the best film of the year,1
a perverse little truffle dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy,1
this ecologically minded wildlife friendly film teach good ethic while entertaining with it unconventionally wacky but loving family,1
an enjoyably half wit remake of the venerable italian comedy big deal on madonna street,1
it take this never ending confusion and hatred put a human face on it evokes shame among all who are party to it and even promotes understanding,1
reign of fire may be little more than another platter of reheated alien but it s still pretty tasty,1
there are time when a rumor of angel play like an extended episode of touched by an angel a little too much dancing a few too many weeping scene but i liked it heart and it spirit,1
two hour of melodramatic musical married to two hour of underdog sport intrigue if the picture also share the weakness of both genre more s the pity,1
this cheery down to earth film is warm with the cozy feeling of relaxing around old friend,1
thrilling provocative and darkly funny this timely sci fi mystery work on so many different level that it not only invite it demand repeated viewing,1
a tale of horror and revenge that is nearly perfect in it relentless descent to the depth of one man s tortured soul,1
an epic of grandeur and scale that s been decade gone from the popcorn pushing sound stage of hollywood,1
genuinely touching because it s realistic about all kind of love,1
lauren ambrose come alive under the attention from two stranger in town with honest performance and realistic interaction between the character this is a coming of age story with a twist,1
there ha been much puzzlement among critic about what the election symbolizes i believe the message is in the messenger the agent is a woman,1
an enjoyable film for the family amusing and cute for both adult and kid,1
the mothman prophecy is a difficult film to shake from your conscience when night fall,1
the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year,1
more honest about alzheimer s disease i think than iris,1
the acting alone is worth the price of admission,1
an excellent romp that boast both a heart and a mind,1
interacting eyeball to eyeball and toe to toe hopkins and norton are a winning combination but fiennes steal red dragon right from under their nose,1
this is a terrific character study a probe into the life of a complex man,1
impress you with it open endedness and surprise,1
this isn t a narrative film i don t know if it s possible to make a narrative film about september th though i m sure some will try but it s a close a anyone ha dared to come,1
my oh my is this an invigorating electric movie,1
the two lead chomp considerably more scenery with their acting than fire breathing monster barbecue with their breath,1
cedar take a very open minded approach to this sensitive material showing impressive control both visually and in the writing,1
never once predictable,1
biggie and tupac is so single mindedly daring it put far more polished documentary to shame,1
so many documentary like this presuppose religious bigotry or zealous nuttiness of it antagonist but family fundamental display a rare gift for unflinching impartiality,1
the cast is uniformly excellent and relaxed,1
after making several adaptation of other writer work armenian canadian director atom egoyan broached an original treatment of a deeply personal subject,1
the film is painfully authentic and the performance of the young player are utterly convincing,1
if it seems like a minor miracle that it septuagenarian star is young enough to be the nonagenarian filmmaker s son more incredible still are the clear eyed boldness and quiet irony with which actor and director take on life s urgent question,1
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenager into attending service,1
fan of the animated wildlife adventure show will be in warthog heaven others need not necessarily apply,1
without resorting to hyperbole i can state that kissing jessica stein may be the best same sex romance i have seen,1
nolan bravely tread where few american film dare to delve into the world of ambivalence and ambiguity,1
unlike the nauseating fiction peddled by such have yourself a happy little holocaust movie a life is beautiful and jakob the liar the grey zone is honest enough to deny the possibility of hope in auschwitz,1
a potent allegorical love story,1
even those who would like to dismiss the film outright should find much to mull and debate,1
this is cool slick stuff ready to quench the thirst of an audience that miss the summer blockbuster,1
the movie is full of fine performance led by josef bierbichler a brecht and monica bleibtreu a helene weigel his wife,1
a captivating cross cultural comedy of manner,1
andy garcia enjoys one of his richest role in year and mick jagger give his best movie performance since well performance,1
the movie isn t always easy to look at but if it is indeed a duty of art to reflect life than leigh ha created a masterful piece of artistry right here,1
it s ricci s best work yet this girl woman who sincerely belief she can thwart the world s misery with blind good will,1
highlight are the terrific performance by christopher plummer a the prime villain and nathan lane a vincent crummles the eccentric theater company manager,1
howard so good a leon barlow that he hardly seems to be acting,1
an uplifting near masterpiece,1
superior genre storytelling which get under our skin simply by crossing the nuclear line,1
by taking entertainment tonight subject matter and giving it humor and poignancy auto focus becomes both gut bustingly funny and crushingly depressing,1
it s a bittersweet and lyrical mix of element,1
subversive meditative clinical and poetic the piano teacher is a daring work of genius,1
the weakest of the four harry potter book ha been transformed into the stronger of the two film by the thinnest of margin,1
it gross out gag and colorful set piece are of course stultifyingly contrived and too stylized by half still it get the job done a sleepy afternoon rental,1
it further declares it director zhang yang of shower a a boldly experimental contemporary stylist with a bright future,1
smith s approach is never to tease except gently and in that way that make u consider our own eccentricity and how they are expressed through our home,1
full of profound real life moment that anyone can relate to it deserves a wide audience,1
a movie that will touch the heart of both child and adult a well a bring audience to the edge of their seat,1
leave it to rohmer now to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glory and commanding open space of the city a it wa more than two century ago,1
fine acting but there is no sense of connecting the dot just dot,1
an extraordinary swedish film about the soul adventure of marriage the kind of intimate and character driven film that bille august doe best,1
a blessed gift to film geek and historian if the s were your idea of a good time at the movie this will make you very happy,1
it took predecessor to get this,1
thoughtful even stinging at time and lot of fun,1
one of the most haunting viciously honest coming of age film in recent memory,1
the wwii drama is well plotted visually striking and filled with enjoyably complex character who are never what they first appear,1
it s a pleasure to see seinfeld griping about the biz with buddy chris rock garry shandling and colin quinn,1
if you love motown music you ll love this documentary,1
this time out sade is an unsettlingly familiar figure in turn loyal and deceitful responsible and reckless idealistically selfless and coldly self interested,1
human resource wa a good straightforward tale but time out is better it s haunting it s like a poem,1
to the film s credit the acting is fresh and unselfconscious and munch is a marvel of reality versus sappy sentiment,1
chicago is in many way an admirable achievement,1
shainberg weave a carefully balanced scenario that is controlled by neither character is weirdly sympathetic to both and manages to be tender and darkly comic,1
even when foreign director borrow stuff from hollywood they invariably shake up the formula and make it more interesting,1
a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history,1
sturdy entertaining period drama both caine and fraser have their moment,1
whether binoche and magimel are being charming or angst ridden they easily fill their scene and fine judge both never overcook the hysteria,1
a spunky original take on a theme that will resonate with single of many age,1
it s a glorious groove that leaf you wanting more,1
majidi get uniformly engaging performance from his largely amateur cast,1
a well observed and disturbing little movie,1
fan of nijinsky will savor every minute of cox s work,1
everything you loved about it in is still there for everybody who want to be a kid again or show it to their own kid,1
jagger the actor is someone you want to see again,1
warm and exotic,1
escapism in it purest form,1
there is a kind of attentive concern that hoffman brings to his character a if he ha been giving them private lesson and now it is time for their first public recital,1
a comic gem with some serious sparkle,1
u s audience may find attal and gainsbourg s unfamiliar persona give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts,1
cremaster should come with the warning for serious film buff only,1
once again director jackson strike a rewarding balance between emotion on the human scale and action effect on the spectacular scale,1
a loving little film of considerable appeal,1
although it s a bit smug and repetitive this documentary engages your brain in a way few current film do,1
flawed but worthy look at life in u s relocation camp,1
it s a lovely film with lovely performance by buy and accorsi,1
no one go unindicted here which is probably for the best and if you re not nearly moved to tear by a couple of scene you ve got ice water in your vein,1
a warm funny engaging film,1
us sharp humor and insight into human nature to examine class conflict adolescent yearning the root of friendship and sexual identity,1
half submarine flick half ghost story all in one criminally neglected film,1
entertains by providing good lively company,1
dazzle with it fully written character it determined stylishness which always relates to character and story and johnny dankworth s best soundtrack in year,1
visually imaginative thematically instructive and thoroughly delightful it take u on a roller coaster ride from innocence to experience without even a hint of that typical kiddie flick sentimentality,1
nothing s at stake just a twisty double cross you can smell a mile away still the derivative nine queen is lot of fun,1
unlike the speedy wham bam effect of most hollywood offering character development and more importantly character empathy is at the heart of italian for beginner,1
you ll gasp appalled and laugh outraged and possibly watching the spectacle of a promising young lad treading desperately in a nasty sea shed an errant tear,1
the band s courage in the face of official repression is inspiring especially for aging hippy this one included,1
although german cooking doe not come readily to mind when considering the world s best cuisine mostly martha could make deutchland a popular destination for hungry tourist,1
a beguiling splash of pastel color and prankish comedy from disney,1
a surreal a a dream and a detailed a a photograph a visually dexterous a it is at time imaginatively overwhelming,1
lawrence bounce all over the stage dancing running sweating mopping his face and generally displaying the wacky talent that brought him fame in the first place,1
the film serf a a valuable time capsule to remind u of the devastating horror suffered by an entire people,1
what s surprising about full frontal is that despite it overt self awareness part of the movie still manage to break past the artifice and thoroughly engage you,1
whether you like rap music or loathe it you can t deny either the tragic loss of two young men in the prime of their talent or the power of this movie,1
an otherwise intense twist and turn thriller that certainly shouldn t hurt talented young gaghan s resume,1
it provides the grand intelligent entertainment of a superior cast playing smart people amid a compelling plot,1
charming and funny but ultimately silly movie,1
there s tremendous energy from the cast a sense of playfulness and excitement that seems appropriate,1
it move quickly adroitly and without fuss it doesn t give you time to reflect on the inanity and the cold war datedness of it premise,1
a deep and meaningful film,1
the film s welcome breeziness and some unbelievably hilarious moment most portraying the idiocy of the film industry make it mostly worth the trip,1
it s a remarkably solid and subtly satirical tour de force,1
enormously entertaining for moviegoer of any age,1
a poignant artfully crafted meditation on mortality,1
a rarity among recent iranian film it s a comedy full of gentle humor that chides the absurdity of it protagonist s plight,1
not only is undercover brother a funny if not more so than both austin power film but it s also one of the smarter savvier spoof to come along in some time,1
in a way the film feel like a breath of fresh air but only to those that allow it in,1
woody allen s latest is an ambling broad comedy about all there is to love and hate about the movie biz,1
it s a stunning lyrical work of considerable force and truth,1
the inhospitability of the land emphasizes the spare precision of the narrative and help to give them an atavistic power a if they were tale that had been handed down since the beginning of time,1
n directed the stage version of elling and get fine performance from his two lead who originated the character on stage,1
made me unintentionally famous a the queasy stomached critic who staggered from the theater and blacked out in the lobby but believe it or not it s one of the most beautiful evocative work i ve seen,1
a coda in every sense the pinochet case split time between a minute by minute account of the british court s extradition chess game and the regime s talking head survivor,1
like mike is a winner for kid and no doubt a winner for lil bow wow who can now add movie to the list of thing he doe well,1
t his beguiling belgian fable very much it own droll and delicate little film ha some touching thing to say about what is important in life and why,1
here s yet another studio horror franchise mucking up it storyline with glitch casual fan could correct in their sleep but taken a a stylish and energetic one shot the queen of the damned cannot be said to suck,1
you won t like roger but you will quickly recognize him and that s a big part of why we go to the movie,1
while the stoically delivered hokum of hart s war is never fun it s still a worthy addition to the growing canon of post saving private ryan tribute to the greatest generation,1
we know the plot s a little crazy but it held my interest from start to finish,1
a sober and affecting chronicle of the leveling effect of loss,1
a fast funny highly enjoyable movie,1
a celebration of quirkiness eccentricity and certain individual tendency to let it all hang out and damn the consequence,1
writer director joe carnahan s grimy crime drama is a manual of precinct cliche but it move fast enough to cover it clunky dialogue and lapse in logic,1
a smart witty follow up,1
while the idea about techno saturation are far from novel they re presented with a wry dark humor,1
an infectious cultural fable with a tasty balance of family drama and frenetic comedy,1
although occasionally static to the point of resembling a stage play the film delivers a solid mixture of sweetness and laugh,1
it provides an honest look at a community striving to anchor itself in new ground,1
add yet another hat to a talented head clooney s a good director,1
building slowly and subtly the film sporting a breezy spontaneity and realistically drawn characterization develops into a significant character study that is both moving and wise,1
ultimately feel empty and unsatisfying like swallowing a communion wafer without the wine,1
chilling well acted and finely directed david jacobson s dahmer,1
a swashbuckling tale of love betrayal revenge and above all faith,1
a true delight,1
without ever becoming didactic director carlos carrera expertly weave this novelistic story of entangled interrelationship and complex morality,1
it s a coming of age story we ve all seen bit of in other film but it s rarely been told with such affecting grace and cultural specificity,1
a literate presentation that wonderfully weave a murderous event in with murderous rage in,1
make even the claustrophobic on board quarter seem fun,1
this is a respectful a film a byatt fan could hope for though lover of the book may wonder why it s necessary,1
one of the best film of the year with it exploration of the obstacle to happiness faced by five contemporary individual a psychological masterpiece,1
not far beneath the surface this reconfigured tale asks disturbing question about those thing we expect from military epic,1
for the most part stevens glide through on some solid performance and witty dialogue,1
broomfield turn his distinctive blundering style into something that could really help clear up the case,1
against all odds in heaven and hell it creeped me out just fine,1
it s refreshing to see a girl power movie that doesn t feel it ha to prove anything,1
it s worth seeing just on the basis of the wisdom and at time the startling optimism of the child,1
a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love,1
this surreal gilliam esque film is also a troubling interpretation of ecclesiastes a rewarding work of art for only the most patient and challenge hungry moviegoer,1
a quiet treasure a film to be savored,1
may be far from the best of the series but it s assured wonderfully respectful of it past and thrilling enough to make it abundantly clear that this movie phenomenon ha once again reinvented itself for a new generation,1
a compelling spanish film about the withering effect of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession,1
huston nail both the glad handing and the choking sense of hollow despair,1
may not have generated many spark but with his affection for astoria and it people he ha given his tale a warm glow,1
a delirious celebration of the female orgasm,1
exquisitely nuanced in mood tic and dialogue this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling,1
it s fascinating to see how bettany and mcdowell play off each other,1
the film is beautifully mounted but more to the point the issue are subtly presented managing to walk a fine line with regard to the question of joan s madness,1
leigh s film is full of memorable performance from top to bottom,1
one of the most significant moviegoing pleasure of the year,1
jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor bittersweet pathos and lyric moment that linger like snapshot of memory,1
generally clockstoppers will fulfill your wildest fantasy about being a different kind of time traveler while happily killing minute,1
the movie is beautiful to behold and engages one in a sense of epic struggle inner and outer that s all too rare in hollywood s hastier production,1
ao sair do cinema eu estava feliz e com saudades de um tempo em que para mim a existencia de papai noel era um fato inquestionavel,1
neither parker nor donovan is a typical romantic lead but they bring a fresh quirky charm to the formula,1
it s a much more emotional journey than what shyamalan ha given u in his past two movie and gibson stepping in for bruce willis is the perfect actor to take u on the trip,1
not only are the special effect and narrative flow much improved and daniel radcliffe more emotionally assertive this time around a harry but the film conjures the magic of author j k rowling s book,1
jaglom put s the audience in the privileged position of eavesdropping on his character,1
beautifully observed miraculously unsentimental comedy drama,1
a must see for the david mamet enthusiast and for anyone who appreciates intelligent stylish moviemaking,1
crackerjack entertainment nonstop romance music suspense and action,1
the acting costume music cinematography and sound are all astounding given the production s austere locale,1
garcia bernal and talancon are an immensely appealing couple and even though their story is predictable you ll want thing to work out,1
far more imaginative and ambitious than the trivial cash in feature nickelodeon ha made from it other animated tv series,1
the very definition of the small movie but it is a good stepping stone for director sprecher,1
a gripping searing portrait of a lost soul trying to find her way through life,1
suffers from the lack of a compelling or comprehensible narrative still a a visual treat the film is almost unsurpassed,1
so unassuming and pure of heart you can t help but warmly extend your arm and yell safe,1
an intriguing cinematic omnibus and round robin that occasionally is more interesting in concept than in execution,1
so refreshingly incisive is grant that for the first time he ll probably appeal more to guy than to their girlfriend who drag them to this movie for the hugh factor,1
at a time when half the so called real movie are little more than live action cartoon it s refreshing to see a cartoon that know what it is and know the form s history,1
the magic of the film lie not in the mysterious spring but in the richness of it performance,1
hoffman notch in the nuance of pain but his smart edgy voice and waddling profile emphasized here accent the humor of wilson s plight and that save his pathos from drippiness,1
what better message than love thyself could young woman of any size receive,1
the second coming of harry potter is a film far superior to it predecessor a movie that successfully crush a best selling novel into a timeframe that mandate that you avoid the godzilla sized soda,1
minute of rolling musical back beat and supercharged cartoon warfare it s also clearly great fun,1
take the beauty of baseball and meld it with a story that could touch anyone regardless of their familiarity with the sport,1
seldahl s barbara is a precise and moving portrait of someone whose world is turned upside down first by passion and then by illness,1
a warm but realistic meditation on friendship family and affection,1
byler reveals his character in a way that intrigue and even fascinates u and he never reduces the situation to simple melodrama,1
turn potentially forgettable formula into something strangely diverting,1
bogdanovich tantalizes by offering a peep show into the life of the era s creme de la celluloid,1
people cinema at it finest,1
the performance take the movie to a higher level,1
what really make it special is that it pull u into it world give u a hero whose suffering and triumph we can share surround him with interesting character and sends u out of the theater feeling we ve shared a great adventure,1
a spoof comedy that carry it share of laugh sometimes a chuckle sometimes a guffaw and to my great pleasure the occasional belly laugh,1
manages to transcend the sex drug and show tune plot into something far richer,1
dense with character and contains some thrilling moment,1
a true pleasure,1
lapaglia s ability to convey grief and hope work with weaver s sensitive reaction to make this a two actor master class,1
reign of fire look a if it wa made without much thought and is best watched that way,1
altogether this is successful a a film while at the same time being a most touching reconsideration of the familiar masterpiece,1
we root for clara and paul even like them though perhaps it s an emotion closer to pity,1
the best film about baseball to hit theater since field of dream,1
instead of a hyperbolic beat charged urban western it s an unpretentious sociologically pointed slice of life,1
the film tune into a grief that could lead a man across century,1
if the count of monte cristo doesn t transform caviezel into a movie star then the game is even more rigged than it wa two century ago,1
d oesn t bother being a cloying or preachy a equivalent evangelical christian movie maybe the filmmaker know that the likely audience will already be among the faithful,1
a a tolerable diversion the film suffices a triumph however it is not,1
if director michael dowse only superficially understands his character he doesn t hold them in contempt,1
if your taste run to difficult film you absolutely can t miss it,1
city reminds u how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self caricature of analyze this and analyze that promised or threatened for later this year,1
a story we haven t seen on the big screen before and it s a story that we a american and human being should know,1
like leon it s frustrating and still oddly likable,1
all in all the count of monte cristo is okay but it is surely no classic like the novel upon which it is based,1
if you can stomach the rough content it s worth checking out for the performance alone,1
looking aristocratic luminous yet careworn in jane hamilton s exemplary costume rampling give a performance that could not be improved upon,1
mafia rap star and hood rat butt their ugly head in a regurgitation of cinematic violence that give brutal birth to an unlikely but likable hero,1
on this tricky topic tadpole is very much a step in the right direction with it blend of frankness civility and compassion,1
fun flip and terribly hip bit of cinematic entertainment,1
montia pump a lot of energy into his nicely nuanced narrative and surround himself with a cast of quirky but not stereotyped street character,1
fall neatly into the category of good stupid fun,1
the film s performance are thrilling,1
even in it most tedious scene russian ark is mesmerizing,1
the continued good chemistry between carmen and juni is what keep this slightly disappointing sequel going with enough amusing banter blessedly curse free to keep both kid and parent entertained,1
reggio s continual visual barrage is absorbing a well a thought provoking,1
unfortunately it appears that jackie chan s u influence is starting to show in his hong kong film,1
it all add up to good fun,1
a big gorgeous sprawling swashbuckler that delivers it diversion in grand uncomplicated fashion,1
the wanton slipperiness of corpus and it amiable jerking and reshaping of physical time and space would make it a great piece to watch with kid and use to introduce video a art,1
a stunning and overwhelmingly cogent case for kissinger a a calculating war criminal,1
sade is an engaging look at the controversial eponymous and fiercely atheistic hero,1
a quiet pure elliptical film,1
kinnear doesn t aim for our sympathy but rather delivers a performance of striking skill and depth,1
the subtle strength of elling is that it never loses touch with the reality of the grim situation,1
a study in shade of gray offering itself up in subtle plot maneuver,1
the format get used best to capture the dizzying height achieved by motocross and bmx rider whose balletic hotdogging occasionally end in bone crushing screwup,1
ha a lot of the virtue of eastwood at his best,1
chilling but uncommercial look into the mind of jeffrey dahmer serial killer,1
though it s become almost redundant to say so major kudos go to leigh for actually casting people who look working class,1
it deserves to be seen by anyone with even a passing interest in the event shaping the world beyond their own horizon,1
a movie that reminds u of just how exciting and satisfying the fantasy cinema can be when it s approached with imagination and flair,1
thanks to scott s charismatic roger and eisenberg s sweet nephew roger dodger is one of the most compelling variation on in the company of men,1
nine queen is not only than a frighteningly capable debut and genre piece but also a snapshot of a dangerous political situation on the verge of coming to a head,1
it s the chemistry between the woman and the droll scene stealing wit and wolfish pessimism of anna chancellor that make this two wedding and a funeral fun,1
will amuse and provoke adventurous adult in specialty venue,1
you don t have to know about music to appreciate the film s easygoing blend of comedy and romance,1
third time s the charm yeah baby,1
a film about a young man finding god that is accessible and touching to the marrow,1
for the first time in year de niro dig deep emotionally perhaps because he s been stirred by the powerful work of his co star,1
the film s snag and stumblings are more than compensated for by it wryly subversive tone,1
inside the film s conflict powered plot there is a decent moral trying to get out but it s not that it s the tension that keep you in your seat affleck and jackson are good sparring partner,1
the old world meet new mesh is incarnated in the movie s soundtrack a joyful effusion of disco bollywood that by the end of monsoon wedding sent my spirit soaring out of the theater,1
an effectively creepy fear inducing not fear reducing film from japanese director hideo nakata who take the superstitious curse on chain letter and actually applies it,1
having had the good sense to cast actor who are generally speaking adored by the movie going public khouri then get terrific performance from them all,1
a subtle and well crafted for the most part chiller,1
warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connection between woman water nature and sexuality,1
although laced with humor and a few fanciful touch the film is a refreshingly serious look at young woman,1
the best revenge may just be living well because this film unlike other duma adaptation is far more likened to a treasure than a lengthy jail sentence,1
a delectable and intriguing thriller filled with surprise read my lip is an original this is a story of two misfit who don t stand a chance alone but together they are magnificent,1
highbrow self appointed guardian of culture need not apply but those who loved cool a ice have at last found a worthy follow up,1
one of creepiest scariest movie to come along in a long long time easily rivaling blair witch or the others,1
maud and roland s search for an unknowable past make for a haunting literary detective story but labute pull off a neater trick in possession he make language sexy,1
pacino is brilliant a the sleep deprived dormer his increasing weariness a much existential a it is physical,1
rare bird ha more than enough charm to make it memorable,1
manages to be sweet and wickedly satisfying at the same time,1
this nickleby thing might have more homosexual undertone than an eddie murphy film and just when you think it can t get any more gay in pop nathan lane,1
no sophomore slump for director sam mendes who segue from oscar winner to oscar winning potential with a smooth sleight of hand,1
the movie isn t just hilarious it s witty and inventive too and in hindsight it isn t even all that dumb,1
old form moviemaking at it best,1
ahhhh revenge is sweet,1
yakusho and shimizu create engaging characterization in imamura s lively and enjoyable cultural mix,1
you will emerge with a clearer view of how the gear of justice grind on and the death report come to share airtime alongside the farm report,1
ruzowitzky ha taken this mothball y stuff and made a rather sturdy old fashioned entertainment out of it,1
in spite of good housekeeping s unsavory character and wwf mentality this white trash war of the rose is a surprisingly engaging film,1
collateral damage finally delivers the good for schwarzenegger fan,1
there ha always been something likable about the marquis de sade,1
a a first time director paxton ha tapped something in himself a an actor that provides frailty with it dark soul,1
for the most part director anne sophie birot s first feature is a sensitive extraordinarily well acted drama,1
by the time we learn that andrew s turnabout is fair play is every bit a awful a borchardt s coven we can enjoy it anyway,1
this riveting world war ii moral suspense story deal with the shadow side of american culture racial prejudice in it ugly and diverse form,1
a tender heartfelt family drama,1
a difficult absorbing film that manages to convey more substance despite it repetition and inconsistency than do most film than are far more pointed and clear,1
for the most part it s a work of incendiary genius steering clear of knee jerk reaction and quick solution,1
it ha the charm of the original american road movie feasting on the gorgeous ramshackle landscape of the filmmaker s motherland,1
chaiken s talent lie in an evocative accurate observation of a distinctive milieu and in the lively convincing dialogue she creates for her character,1
in all this is a watchable movie that s not quite the memorable experience it might have been,1
huppert s superbly controlled display of murderous vulnerability ensures that malice ha a very human face,1
my thought were focused on the character that is a compliment to kura and miller if i had been thinking about the visual medium they would have been doing something wrong,1
one of the more intelligent child s movie to hit theater this year,1
remember the kind of movie we were hoping eck v sever or xxx wa going to be this is it,1
not for the prurient or squeamish it s a daring if overlong examination of an idolized culture self loathing and sexual politics,1
